School ID,Name of School,"Elementary, Middle, or High School",CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,Latitude,Longitude
610094,Louis Nettelhorst Elementary School,ES,Not on Probation,No,Average,58,NDA,Weak,34,Weak,30,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.5,5.3,95.9,97.9,85.4,52.2,67.6,71.2,61.6,61.4,56.8,66.7,45.1,51,29.6,29.6,38.2,42.4,0.2,0,53.6,33.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,729,41.94162999,-87.64459776
610276,Irvin C Mollison Elementary School,ES,Probation,No,Average,44,NDA,Average,46,Weak,38,NDA,NDA,NDA,NDA,Average,52,Average,50,91.1,36.1,94.3,94.4,49.3,36.8,27.4,19.8,48.2,41.9,34.4,26.4,57.9,41.9,11.1,25.9,4.8,4.3,0.2,0.2,20.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,244,41.81434006,-87.61658079
610402,DeVry University Advantage Academy High School,HS,Not on Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,58,Strong,55,96.7,0,94.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,20.7,NDA,40.6,NDA,63.3,200,41.94142629,-87.6907993
610066,James E McDade Elementary Classical School,ES,Not on Probation,No,Very Strong,99,NDA,Average,57,Average,52,NDA,NDA,NDA,NDA,Strong,61,Average,52,96.2,0,94.3,100,NDA,NDA,87.7,82.2,50.7,48.1,NDA,90,NDA,45,NDA,NDA,73.3,74.1,-1.1,-0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,199,41.73451387,-87.61917677
610185,Adlai E Stevenson Elementary School,ES,Not on Probation,No,Strong,61,NDA,Average,50,Weak,36,NDA,NDA,NDA,NDA,Average,47,Weak,41,95.7,2.3,94.7,98.3,53.7,26.6,38.3,34.7,43.7,57.3,48.8,39.2,46.8,44,7.5,21.9,18.3,15.5,-0.9,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1324,41.74711093,-87.73170248
609789,John Barry Elementary School,ES,Not on Probation,No,Weak,35,49,Strong,70,Very Strong,81,Weak,34,Average,41,Average,51,Average,49,95.1,5.6,96.1,97.7,76.4,55,41.2,28.2,44.9,49.2,63.6,32.5,81.2,64.8,NDA,NDA,15.2,12.4,0.7,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,800,41.93251118,-87.73942514
610177,Mark Skinner Elementary School,ES,Not on Probation,No,Very Strong,87,NDA,Average,48,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,97.1,0,94.9,96.7,NDA,NDA,92.5,96.8,61.5,59.1,89.4,97.8,56.5,56.8,81.6,91.8,77.2,73,1,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,784,41.87913069,-87.65937102
610241,Guglielmo Marconi Elementary Community Academy,ES,Probation,No,Weak,26,NDA,Strong,65,Strong,76,NDA,NDA,NDA,NDA,Average,52,Average,52,91.5,58.8,96.5,100,64.7,65.3,28.8,23.4,51.7,70,37.7,31.5,64.6,65.7,0,21.1,4,7.3,-1.6,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,245,41.88431659,-87.73936153
609715,Thomas Kelly High School,HS,Not on Probation,No,Weak,36,53,Weak,36,Weak,35,Strong,61,Average,57,NDA,NDA,NDA,NDA,89.3,5.8,95.3,99.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13.4,13.4,15.1,14.6,1.2,17.1,2,22.1,67.4,46.4,2883,41.81871101,-87.69467483
609925,Joseph Kellman Corporate Community Elementary School,ES,Not on Probation,No,Average,58,68,Average,42,Average,45,Weak,37,Average,50,Strong,59,Strong,57,95.2,4.4,95.8,100,84.7,55.3,37,32.3,48.9,56,34.5,43.2,56.5,55.2,0,11.5,13.3,10.5,-0.3,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,293,41.87119309,-87.70078311
609967,William F Finkl Elementary School,ES,Probation,No,Average,56,60,Average,50,Average,52,Average,41,Average,56,Average,49,Strong,54,95.2,6.7,96.9,100,58.6,NDA,33.1,25.2,53.6,47.8,44.9,34.8,48.4,50.8,17.1,25.7,19.2,9.6,0.4,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,588,41.84919885,-87.68570412
610085,Near North Elementary School,ES,Not Applicable,No,Average,50,NDA,Weak,27,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,80.2,58.3,94.8,98.1,NDA,NDA,0,0,41.2,21.7,0,3.8,39.6,31.3,0,0,1.3,0,-1.8,-1.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91,41.89551132,-87.66123981
609711,William Rainey Harper High School,HS,Probation,No,Weak,22,32,Weak,39,Average,42,Weak,31,Weak,31,Average,49,Average,53,73,63.6,94.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.2,11.9,13.1,13.4,1.2,14.4,1.3,5.9,37,40.3,621,41.77511222,-87.66912563
610542,West Ridge Elementary School,ES,Not on Probation,No,Strong,67,NDA,Average,41,Weak,28,NDA,NDA,NDA,NDA,Weak,46,Strong,58,94.9,6.8,0,100,69,46.8,43.3,32.9,46.3,60.9,44,34.4,48.7,43.2,18.2,26.2,16.9,13,-2.2,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,659,42.00299575,-87.70595357
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,Not on Probation,No,Weak,26,44,Strong,63,Strong,62,Average,43,Average,46,NDA,NDA,NDA,NDA,93.5,20.8,95.4,100,74.5,49.6,31.1,37.3,55.8,49.7,44.2,50,71.8,73.7,NDA,NDA,10.7,20.9,0.1,1.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,384,41.74036711,-87.60792289
610099,Norwood Park Elementary School,ES,Not on Probation,No,Very Strong,99,86,Strong,69,Strong,68,Weak,31,Weak,32,Strong,57,Average,52,95.5,0.3,95.6,100,75.2,57.8,69.3,65.8,56.3,52.7,90.3,77.7,57.3,61.2,64.1,69.2,50.5,39,-1.8,-0.9,94.7,69.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,41.98818136,-87.80299207
610116,Parkside Elementary Community Academy,ES,Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,89.8,90.7,94.9,100,57.3,33.6,17.3,7.8,45.2,44,19,22.6,41.7,53.3,9.5,4.8,5.6,3.5,-0.2,-0.1,NDA,NDA,11.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,348,41.76856599,-87.58299131
609989,Victor Herbert Elementary School,ES,Not on Probation,No,Average,50,52,Strong,64,Strong,72,Average,48,Average,50,Average,50,Average,52,92.8,10.3,96.2,100,58.4,26,53.3,34.9,63.7,83.5,53.8,29,73.9,58.1,25,25,30,10.3,2.1,-0.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,398,41.87984242,-87.68031236
609707,Paul Robeson High School,HS,Probation,No,Weak,29,NDA,Weak,33,Average,40,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,73.5,26.4,94.7,97.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,11.6,11,12.7,12.7,1.1,13.6,0.9,2.9,40.6,42.2,733,41.76973341,-87.63711641
610112,Francis W Parker Elementary Community Academy,ES,Not on Probation,No,Weak,30,NDA,Average,53,Average,57,NDA,NDA,NDA,NDA,Average,48,Average,51,91.9,39,94.9,98.6,NDA,30.9,25.6,14.2,39.6,55.7,25.3,27.3,60,60,7.7,14.1,8.4,6.5,0.4,0,10.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,808,41.77079606,-87.6353099
610171,Arnold Mireles Elementary Academy,ES,Probation,No,Weak,27,NDA,Average,43,Average,54,NDA,NDA,NDA,NDA,Average,48,Average,51,92.8,11.8,95.2,98.9,44,27.5,21.9,15.2,45.4,45.7,23,19.4,46.9,51,6.4,18.2,7.6,5.4,-1.1,-0.7,9.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,905,41.73168217,-87.55282373
609887,Arthur Dixon Elementary School,ES,Not on Probation,No,Average,47,NDA,Average,47,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.8,32.2,95.6,100,69.7,35.5,42.8,37.8,51.8,70.8,43.5,44.5,51.3,49.4,22.1,31.6,22,15.7,-0.3,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,652,41.74365776,-87.61001515
610137,Ernst Prussing Elementary School,ES,Not on Probation,No,Strong,71,NDA,Average,49,Average,42,NDA,NDA,NDA,NDA,Weak,43,Weak,44,95.4,23.4,96,98.5,84.6,NDA,55.4,54,48.3,58.2,56,57.4,52.3,46.3,47.2,75.5,31.4,24.5,-0.8,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,672,41.96561054,-87.77245066
609942,Johann W von Goethe Elementary School,ES,Not on Probation,No,Strong,75,61,Strong,68,Average,52,Strong,62,Strong,69,Strong,57,Average,53,95.8,5.6,97,99.1,72.7,55.1,40.6,42.4,68.6,80.2,57.6,52.7,71.2,59.6,21.4,31.4,24.9,17.6,-0.8,-0.7,20.5,29.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,41.9228282,-87.69293637
609922,Belmont-Cragin Elementary School,ES,Not on Probation,No,Strong,75,81,Strong,67,Strong,66,Average,45,Average,53,Strong,55,Strong,54,95.3,1.3,96.8,98.9,60.7,31.8,22.5,21.3,51.8,55.3,42.9,39,61.7,53.2,0,6.9,11,11,0.2,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,634,41.92559567,-87.76984337
609927,Foster Park Elementary School,ES,Probation,No,Very Weak,11,41,Weak,20,Weak,22,Average,50,Average,46,Weak,46,Average,48,93.7,33.6,94.7,97.1,NDA,59.1,23.4,17.1,41.2,40.3,29.2,15.9,45.1,29.3,4,25.5,8,5.7,-1.1,-2.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,418,41.7384262,-87.66813597
610228,John Greenleaf Whittier Elementary School,ES,Probation,No,Strong,65,NDA,Average,45,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.9,3.8,96.5,100,50.4,NDA,13.3,17.3,35.9,36.2,22.3,21.5,50,45.8,6.4,25.5,6.3,3.9,-0.9,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,409,41.85050786,-87.67342126
610345,Carter G Woodson South Elementary School,ES,Probation,No,Weak,26,27,Very Weak,2,Very Weak,1,Weak,30,Average,41,Weak,44,Average,47,91.9,70.5,94.7,98.4,65.3,50.8,9.8,6.3,31.7,33.3,9.1,18.2,33.7,40.4,8,16,4.3,2.4,-0.7,-2.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,329,41.81447955,-87.60845505
609709,Gage Park High School,HS,Probation,No,Very Weak,14,43,Weak,29,Weak,37,Weak,38,Weak,35,NDA,NDA,NDA,NDA,72.5,19.5,94,99.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.4,12,13.8,13.6,1.2,14.1,0.3,7.9,52.8,40.3,1052,41.79101352,-87.68899064
610184,John Spry Elementary Community School,ES,Not on Probation,No,Strong,66,59,Strong,70,Strong,67,Average,52,Average,43,Weak,46,Average,48,96.2,5.9,97.4,99,44.4,12.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,18.7,13.3,17.9,7.3,1.7,1.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,809,41.84815451,-87.69912725
609788,Alice L Barnard Computer Math & Science Center Elementary School,ES,Not on Probation,No,Average,46,NDA,Weak,39,Average,58,NDA,NDA,NDA,NDA,Strong,69,Average,51,95.6,28.5,95,100,62.1,38.5,43,38.8,47.4,61.8,45.6,40.4,49.4,61.4,18.5,29.6,18,15.7,1.9,1.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,274,41.70514024,-87.65811642
609902,Ralph H Metcalfe Elementary Community Academy,ES,Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Average,50,94.9,22.3,95.5,100,43.2,20.9,27.5,26.2,47.3,42.7,51.1,34.6,60.5,57.6,13.6,40.7,18.2,12.6,-0.7,-0.3,24.6,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,489,41.6694559,-87.63426928
609908,Esmond Elementary School,ES,Probation,No,Weak,36,NDA,Average,49,Average,43,NDA,NDA,NDA,NDA,Average,49,Average,50,92.9,34,95.7,100,77.6,38.8,33.3,26.3,52,47.5,32,22.1,55.2,37.5,8.6,17.1,8.9,7.7,0.9,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,342,41.68939069,-87.66916143
610362,Medgar Evers Elementary School,ES,Not on Probation,No,Weak,27,NDA,Weak,35,Average,49,NDA,NDA,NDA,NDA,Strong,56,Strong,55,94.9,18.1,96.1,100,66.4,46.7,48.3,39.7,59.1,71.9,67.2,43.9,54.1,51.2,17.6,21.6,17.3,14.8,1,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,367,41.7156643,-87.63926881
609844,William W Carter Elementary School,ES,Probation,No,Very Weak,13,49,Weak,33,Weak,35,Average,56,Strong,62,Weak,46,Weak,46,91.2,27,95.9,100,72.3,46.6,21.8,17.8,50.5,57.6,24.8,24.8,44.9,48.6,13.3,33.3,6.8,5.5,-0.2,-1.2,42.4,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,371,41.78984129,-87.62248974
609930,Frederick Funston Elementary School,ES,Probation,No,Very Weak,16,NDA,Very Weak,14,Very Weak,16,NDA,NDA,NDA,NDA,Weak,40,Average,47,94.7,16.8,95.4,100,65.1,40.2,18.2,17.4,32.6,48.3,26.1,26.8,46.4,41.8,18.2,31.8,12.2,5.8,-2.1,-1.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,619,41.91762127,-87.71692852
610021,Pablo Casals Elementary School,ES,Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,92,47.1,95.9,97.2,45.1,32.1,23.6,14.6,46.7,39.7,24.6,25.8,45.4,67.2,8.2,18.4,9.6,5,-1.1,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,505,41.90447488,-87.71427105
610139,George M Pullman Elementary School,ES,Not on Probation,No,Average,59,NDA,Strong,66,Strong,75,NDA,NDA,NDA,NDA,Average,50,Average,49,93.5,14.6,96.2,100,63.8,49.4,32.2,41.7,69.5,67.2,39.7,32.9,67.2,54.3,4,16,14.8,17.8,0.7,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,259,41.68879566,-87.60939383
609730,Nicholas Senn High School,HS,Probation,No,Average,48,NDA,Average,45,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,81.7,41.3,96.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.8,14.3,14.3,13.9,1.1,15.8,1.5,17.5,40.1,54.4,1053,41.98905063,-87.66526222
610339,Amos Alonzo Stagg Elementary School,ES,Probation,No,Weak,23,35,Weak,35,Average,42,Weak,25,Average,42,Weak,44,Average,50,91.4,34.3,95.5,100,NDA,NDA,35.3,22.4,47.6,58.2,20.1,26.8,49.2,43.9,8,23.5,7.7,7.8,-0.4,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,539,41.75892669,-87.6492534
609871,Barbara Vick Early Childhood & Family Center,ES,NDA,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,66,Strong,60,60.9,0,95.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,204,41.68821843,-87.6856634
609782,John J Audubon Elementary School,ES,Not on Probation,No,Very Strong,95,73,Strong,75,Strong,60,Strong,60,Strong,65,Strong,61,Average,47,96.2,4.5,96.7,98.6,NDA,54.3,72.1,68.9,65.5,76.7,67.5,70.3,82.6,65.3,31.6,36.8,45.3,34.8,1.2,1.1,47.4,61.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,580,41.94509808,-87.68107885
609954,John Milton Gregory Elementary School,ES,Not on Probation,No,Average,44,43,Weak,39,Average,43,Strong,66,Average,59,Average,49,Strong,55,95.2,3.2,94.6,100,61.6,45.5,36.8,17.9,62.3,70.8,44.3,37.7,69.1,77.9,6.3,41.7,24.2,19.5,1.5,2.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,323,41.87071468,-87.71867323
610353,Calmeca Academy of Fine Arts and Dual Language,ES,Not on Probation,Yes,Average,58,67,Average,59,Strong,72,Strong,64,Average,55,Average,51,Strong,57,96.5,1.9,96.9,100,47,NDA,44.2,23.9,52.8,64.5,35.8,26.6,49.8,49.3,16.1,21,13.9,10.3,-0.7,1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,792,41.82440547,-87.71160875
610132,Edgar Allan Poe Elementary Classical School,ES,Not on Probation,No,Very Strong,99,33,Strong,66,Very Strong,88,Weak,27,Average,41,Strong,55,Average,47,97.6,0,97.2,100,100,78.3,94,91.6,51.8,65.5,78.6,92.9,53.6,60.7,NDA,NDA,78.8,79.6,1.7,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,192,41.70261965,-87.60645552
609971,John Harvard Elementary School of Excellence,ES,Probation,No,Average,51,24,Strong,61,Strong,61,Average,43,Weak,36,Average,47,Strong,55,93,8.7,96,97.8,NDA,NDA,25.6,28.2,42.7,46.8,50,38.9,58.8,53.1,14.6,23.1,13.8,7.7,1.2,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,476,41.75733472,-87.63270008
609857,Grover Cleveland Elementary School,ES,Not on Probation,No,Strong,64,43,Average,58,Average,47,Average,51,Average,44,Average,49,Average,48,95,6.1,96.3,100,72.5,38.7,53.6,37.3,49.7,49.5,47.9,45.7,50.5,58.3,21.2,36.5,23.4,15.8,-0.3,-0.5,27.6,58.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,688,41.9520147,-87.70642927
609734,William Howard Taft High School,HS,Not on Probation,No,Strong,61,NDA,Weak,37,Weak,32,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.1,9.8,96.1,99.7,NDA,NDA,NDA,NDA,NDA,NDA,91.8,93.6,41.3,59.8,71.9,88.4,80.2,50.6,-3.1,-1.8,74.4,60,14.8,15.7,15.9,16.4,1.6,17.9,2,32.3,67.4,62.2,2922,41.98298852,-87.7915383
609796,Jean Baptiste Beaubien Elementary School,ES,Not on Probation,No,Strong,63,NDA,Average,49,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.7,7.4,96.3,98.4,81.6,NDA,66.8,68.9,67.4,69.1,77,73.4,70.6,60.1,45.1,56.6,49.1,41.8,0.2,0.2,36.8,72.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1181,41.97237914,-87.75752776
610084,Annie Keller Elementary Gifted Magnet School,ES,Not on Probation,No,Very Strong,99,97,Very Strong,85,Very Strong,82,Very Strong,94,Very Strong,82,Strong,68,Strong,60,97.5,4.9,96.5,100,100,NDA,100,100,63.4,74.7,96.5,97.7,61.2,76.7,89.3,100,92.8,92.3,1.6,2.3,51.5,70.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,245,41.69719792,-87.6972638
610529,Ogden International High School,HS,Not on Probation,No,Average,56,NDA,Weak,39,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.2,13.7,0,100,NDA,NDA,NDA,NDA,NDA,NDA,61.9,71.6,48.1,61.6,47.9,69.2,42.6,38.9,-0.6,-0.6,58.7,29,14.5,14.7,NDA,16,1.5,NDA,NDA,NDA,NDA,NDA,558,41.8935757,-87.65936676
610030,Charles Kozminski Elementary Community Academy,ES,Probation,No,Weak,36,NDA,Weak,35,Average,40,NDA,NDA,NDA,NDA,Weak,39,Weak,42,92,55.6,94.4,100,60,34.9,27.5,24.6,36.9,33.9,14.7,23.8,37.9,43.4,6.5,18.8,5,6.1,-1.2,-1.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,403,41.7980295,-87.60246287
609952,Nathanael Greene Elementary School,ES,Not on Probation,Yes,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Strong,54,95.5,3.8,96.2,98.6,NDA,NDA,43.2,44.7,58.3,49.7,NDA,NDA,NDA,NDA,NDA,NDA,23.2,20.2,-1.2,0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,631,41.82966356,-87.67145551
609963,Alexander Hamilton Elementary School,ES,Not on Probation,No,Strong,73,64,Strong,60,Average,59,Average,59,Average,48,Strong,57,Strong,54,95.3,12.5,97.4,97.4,70.3,47.2,34.4,48.4,56.5,62.9,31.9,46.8,48.9,51.1,14.3,35.7,13.8,21.3,0.6,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,307,41.94524725,-87.67085683
610141,Ravenswood Elementary School,ES,Not on Probation,No,Average,46,NDA,Average,42,Average,41,NDA,NDA,NDA,NDA,Average,53,Weak,44,94.9,8.1,95.7,100,78.7,NDA,46.9,45.9,62.2,74.5,39.8,51.9,67.6,59.4,4.3,34.8,18.9,13.7,-0.4,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,465,41.96074129,-87.67095905
610011,Minnie Mars Jamieson Elementary School,ES,Not on Probation,No,Strong,64,50,Strong,62,Strong,66,Average,55,Average,41,Average,52,Average,53,95.7,8.1,96.2,100,79.1,NDA,63.8,58,70.1,72.1,57.6,67.2,66.1,62.7,30.5,35.4,37.5,23.7,0.3,0.6,38.1,42.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,811,41.98461372,-87.70056525
610106,Brian Piccolo Elementary Specialty School,ES,Probation,No,Weak,27,NDA,Weak,29,Weak,31,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.6,65.8,95,92.9,29.2,19.6,9.7,15.2,40.9,43,20.6,16.5,51.3,48.1,6.8,5.1,3.4,1.6,-0.2,-1.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,41.9001461,-87.73129753
610189,Joseph Stockton Elementary School,ES,Not on Probation,No,Weak,37,NDA,Average,51,Strong,68,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.9,11,95.3,100,53.2,47.2,35.3,28.2,41.2,50,54.7,56.4,51.1,50.5,21.1,44.7,18.3,12.4,-0.5,-0.1,30.8,75,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,462,41.9623189,-87.66388983
610065,Emmett Louis Till Math and Science Academy,ES,Probation,No,Weak,31,31,Average,47,Average,40,Average,49,Average,42,Average,47,Average,48,88,95.7,93.3,90.5,34.3,NDA,15.8,7.9,39.4,43.1,15.1,15.5,43.6,52.5,4.5,23.3,3.2,3.5,-0.4,-1.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,471,41.77544062,-87.60932095
609991,Theodore Herzl Elementary School,ES,Probation,No,Average,41,NDA,Average,53,Strong,65,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.8,23.9,97,96,62.6,35.6,13.5,16.3,63.3,50.4,22.1,22.1,65.7,67.6,0,10.5,4.6,3.8,0.1,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,512,41.86225473,-87.71825927
610076,Bernhard Moos Elementary School,ES,Probation,No,Average,50,34,Average,47,Weak,32,Weak,34,Weak,31,NDA,NDA,NDA,NDA,93,45.5,96.3,98.5,52.7,52.4,43,26.5,60.8,61.6,60.6,30.5,70.8,61.3,10.9,12.7,24,7.5,1.4,0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,41.9125311,-87.69690545
610282,Ronald E McNair Elementary School,ES,Probation,No,Weak,31,30,Average,56,Average,59,Weak,32,Weak,20,Average,47,Average,53,90.7,52.8,96.5,100,65.4,47.7,36.6,27,47,55.1,36.1,26.8,45.7,54.9,4.5,9.1,9.8,5.6,-1.2,-1.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,422,41.8978464,-87.74674645
